time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-09-15T11:42:49.979Z,31.5569,131.7598,40.957,4.5,mb,19,219,1.117,0.7,us,us7000ng89,2024-09-28T10:31:52.040Z,"37 km E of Nichinan, Japan",earthquake,8.78,11.494,0.18,10,reviewed,us,us
2024-09-15T11:15:17.681Z,-4.0637,141.7238,108.308,4.9,mb,32,88,1.846,0.88,us,us7000ne10,2024-09-29T07:38:14.040Z,"122 km W of Ambunti, Papua New Guinea",earthquake,7.99,6.698,0.112,25,reviewed,us,us
2024-09-15T09:54:33.651Z,-7.3907,106.6451,49.686,5,mww,79,56,0.999,0.92,us,us7000ne03,2024-09-29T07:01:03.759Z,"45 km SSE of Pelabuhanratu, Indonesia",earthquake,3.44,6.316,0.093,11,reviewed,us,us
2024-09-15T08:17:02.988Z,40.8723,84.2291,10,4.7,mb,79,74,4.298,0.68,us,us7000ndzf,2024-10-06T12:10:01.005Z,"143 km SE of Kuqa, China",earthquake,7.44,1.829,0.069,63,reviewed,us,us
2024-09-15T08:07:51.294Z,-17.4095,167.769,47.604,4.9,mb,44,40,4.541,0.97,us,us7000ndzi,2024-10-06T11:55:25.005Z,"68 km WNW of Port-Vila, Vanuatu",earthquake,8.08,4.128,0.091,38,reviewed,us,us
2024-09-15T05:16:04.683Z,13.1119,-89.9131,27.072,4.7,mwr,171,145,0.703,0.8,us,us7000ndxj,2024-10-10T08:15:37.005Z,"54 km S of Acajutla, El Salvador",earthquake,5.13,4.509,0.083,14,reviewed,us,us
2024-09-15T04:58:33.250Z,13.0626,-89.9141,29.796,5.2,mww,91,49,0.742,1.43,us,us7000ndx1,2024-10-10T08:28:45.040Z,"59 km S of Acajutla, El Salvador",earthquake,6.34,3.736,0.043,53,reviewed,us,us
2024-09-15T04:35:08.416Z,26.0781,125.0372,154.082,4.5,mb,34,93,1.841,1.08,us,us7000ndwr,2024-10-08T23:06:22.005Z,"143 km N of Hirara, Japan",earthquake,9.53,8.535,0.087,39,reviewed,us,us
2024-09-15T04:13:39.096Z,22.5936,144.1446,33.92,4.6,mb,57,78,4.823,0.86,us,us7000ng84,2024-09-26T02:01:36.040Z,"Volcano Islands, Japan region",earthquake,9.42,4.971,0.092,38,reviewed,us,us
2024-09-15T02:54:59.149Z,-27.391,-67.2656,138.518,4.8,mww,84,29,2.747,1.15,us,us7000ndvy,2024-10-08T22:49:35.005Z,"30 km NW of La Puerta de San José, Argentina",earthquake,6.78,5.23,0.063,24,reviewed,us,us
2024-09-15T02:00:14.953Z,13.0722,-89.8973,36.05,4.6,mwr,56,94,0.725,1.16,us,us7000ndvl,2024-10-10T08:06:55.119Z,"58 km S of Acajutla, El Salvador",earthquake,4.8,4.718,0.078,16,reviewed,us,us
2024-09-15T01:42:00.054Z,25.9698,128.4673,17.403,4.5,mb,27,79,0.88,1.05,us,us7000ng7y,2024-09-26T01:09:39.040Z,"71 km SE of Katsuren-haebaru, Japan",earthquake,4.78,5.436,0.15,13,reviewed,us,us
2024-09-14T21:37:37.572Z,1.8765,99.0249,128.062,5.1,mb,146,43,0.818,0.9,us,us7000ndur,2024-10-05T02:21:34.401Z,"31 km ENE of Sibolga, Indonesia",earthquake,2.66,4.737,0.052,119,reviewed,us,us
2024-09-14T11:41:32.401Z,13.0272,144.2247,10,5.5,mww,64,59,2.669,0.81,us,us7000ndsf,2024-10-09T11:51:33.904Z,"54 km WSW of Merizo Village, Guam",earthquake,10.14,1.854,0.056,31,reviewed,us,us
2024-09-14T10:56:45.448Z,6.213,92.2149,10,4.9,mb,59,139,4.809,0.78,us,us7000nds7,2024-10-06T12:14:09.005Z,"Nicobar Islands, India region",earthquake,10.33,1.894,0.071,62,reviewed,us,us
2024-09-14T04:46:06.936Z,42.6745,142.5855,109.259,4.5,mb,65,92,0.784,0.65,us,us7000ndqy,2024-10-09T22:37:19.005Z,"38 km ENE of Biratori, Japan",earthquake,9.64,6.942,0.061,78,reviewed,us,us
2024-09-14T03:20:32.461Z,-34.2088,-178.9869,10,5.1,mb,37,79,4.003,0.73,us,us7000ndqm,2024-10-09T22:10:15.005Z,"south of the Kermadec Islands",earthquake,10.57,1.83,0.109,34,reviewed,us,us
2024-09-14T03:08:01.565Z,11.1307,138.7582,10,4.7,mb,29,126,13.692,0.67,us,us7000ndqz,2024-10-09T21:50:28.081Z,"191 km NNE of Colonia, Micronesia",earthquake,12.13,1.873,0.1,30,reviewed,us,us
2024-09-14T02:03:04.494Z,-15.3879,168.1264,37.294,5,mww,61,101,6.302,0.61,us,us7000ndq3,2024-10-09T21:42:54.005Z,"104 km E of Luganville, Vanuatu",earthquake,6.04,5.945,0.093,11,reviewed,us,us
2024-09-14T01:31:07.580Z,-8.8316,115.4826,115.489,4.5,mb,22,74,1.364,0.8,us,us7000ndpv,2024-10-09T21:36:48.114Z,"27 km E of Nusa Dua, Indonesia",earthquake,4.11,7.417,0.136,17,reviewed,us,us
2024-09-13T23:03:40.794Z,29.8062,130.9105,26.133,5.7,mww,303,18,1.743,0.48,us,us7000ndp6,2024-10-08T17:54:14.705Z,"59 km SE of Koshima, Japan",earthquake,6.41,3.426,0.048,42,reviewed,us,us
2024-09-13T22:01:47.977Z,17.8693,119.7185,10,4.7,mb,72,113,5.086,0.7,us,us7000ndp1,2024-10-07T02:38:40.005Z,"71 km WNW of Puro Pinget, Philippines",earthquake,11.66,1.885,0.072,58,reviewed,us,us
2024-09-13T22:00:03.171Z,-9.1722,110.332,35,4.7,mb,62,48,2.112,0.71,us,us7000ndns,2024-10-07T02:26:55.005Z,"134 km S of Pundong, Indonesia",earthquake,3.14,1.86,0.079,49,reviewed,us,us
2024-09-13T21:21:09.216Z,13.0997,-89.9087,35,4.9,mww,141,149,0.71,0.79,us,us7000ndnm,2024-10-08T16:45:15.743Z,"55 km S of Acajutla, El Salvador",earthquake,4.86,1.917,0.061,26,reviewed,us,us
2024-09-13T18:51:47.826Z,-6.3665,148.7363,77.576,4.7,mb,80,106,3.399,0.65,us,us7000ndmk,2024-10-08T21:45:42.005Z,"91 km W of Kandrian, Papua New Guinea",earthquake,8.77,6.98,0.064,78,reviewed,us,us
2024-09-13T18:29:56.807Z,31.4862,86.5483,37.678,4.9,mb,116,35,3.836,0.65,us,us7000ndmh,2024-10-09T19:13:51.005Z,"271 km NNE of Saga, China",earthquake,9.26,5.594,0.05,132,reviewed,us,us
2024-09-13T17:31:24.246Z,4.9515,126.7812,67.573,4.7,mb,99,83,2.42,0.65,us,us7000ndlv,2024-10-08T21:27:00.005Z,"154 km ESE of Sarangani, Philippines",earthquake,8.1,7.218,0.055,105,reviewed,us,us
2024-09-13T17:19:50.897Z,-9.201,110.289,46.56,4.6,mb,72,56,2.143,0.86,us,us7000ndlt,2024-10-08T21:24:07.005Z,"138 km S of Pundong, Indonesia",earthquake,7.04,6.902,0.068,72,reviewed,us,us
2024-09-13T15:15:10.396Z,-13.4652,-74.7429,88.926,4.8,mb,31,131,2.52,0.94,us,us7000ndl4,2024-09-27T15:38:32.040Z,"28 km NW of Vilcanchos, Peru",earthquake,10.03,8.12,0.045,155,reviewed,us,us
2024-09-13T12:27:23.480Z,33.6788,85.299,10,4.6,mb,51,92,5.86,0.82,us,us7000ndi0,2024-10-07T02:10:11.005Z,"western Xizang",earthquake,10.15,1.905,0.097,32,reviewed,us,us
2024-09-13T10:01:09.252Z,33.8365,82.1939,10,4.6,mb,98,72,6.575,0.48,us,us7000ndhb,2024-10-10T11:27:17.005Z,"292 km S of Aqqan, China",earthquake,5.2,1.86,0.065,73,reviewed,us,us
2024-09-13T09:22:52.460Z,11.6903,95.0031,10,4.7,mb,74,43,2.213,0.47,us,us7000ndh5,2024-10-10T10:20:32.005Z,"246 km E of Port Blair, India",earthquake,7.01,1.841,0.073,58,reviewed,us,us
2024-09-13T08:29:30.699Z,-34.9977,-179.2294,10,4.7,mb,34,160,3.242,1.42,us,us7000ndgz,2024-10-10T06:13:23.005Z,"south of the Kermadec Islands",earthquake,10.85,1.947,0.104,28,reviewed,us,us
2024-09-13T08:23:56.652Z,-35.1072,-179.2287,11.47,5.1,mww,38,78,3.156,0.99,us,us7000ndgu,2024-10-10T06:12:20.005Z,"east of the North Island of New Zealand",earthquake,12.54,5.389,0.069,20,reviewed,us,us
2024-09-13T07:49:53.421Z,21.7204,143.7344,208.126,4.5,mb,52,145,5.534,0.72,us,us7000ndgn,2024-10-09T08:12:33.005Z,"Mariana Islands region",earthquake,13.51,8.748,0.07,60,reviewed,us,us
2024-09-13T06:33:47.161Z,4.6972,126.5809,60.965,5,mww,77,103,2.559,0.76,us,us7000ndg9,2024-10-09T06:35:27.005Z,"146 km ESE of Sarangani, Philippines",earthquake,8.1,6.021,0.11,8,reviewed,us,us
2024-09-12T23:51:25.685Z,-22.5521,-68.5046,106.858,4.7,mb,69,48,0.998,0.49,us,us7000ndee,2024-09-13T05:08:01.040Z,"44 km ESE of Calama, Chile",earthquake,5.92,7.292,0.079,50,reviewed,us,us
2024-09-12T23:48:14.614Z,30.9497,141.3197,20.975,5.2,mb,109,27,2.509,0.7,us,us7000nded,2024-09-30T12:23:56.040Z,"Izu Islands, Japan region",earthquake,8.2,3.857,0.03,376,reviewed,us,us
2024-09-12T23:27:20.609Z,-8.0941,-77.8491,57.734,4.5,mb,39,132,3.994,0.51,us,us7000nde8,2024-09-13T03:31:51.040Z,"15 km WSW of Sitabamba, Peru",earthquake,8.94,9.415,0.112,23,reviewed,us,us
2024-09-12T22:06:45.684Z,17.8635,119.6665,18.166,4.7,mb,45,114,5.104,0.58,us,us7000nddg,2024-09-13T01:44:00.040Z,"76 km WNW of Puro Pinget, Philippines",earthquake,9.68,4.352,0.065,71,reviewed,us,us
2024-09-12T20:28:36.797Z,-22.427,173.4615,50.601,4.6,mb,36,133,5.564,0.5,us,us7000ndg6,2024-09-27T16:17:41.040Z,"southeast of the Loyalty Islands",earthquake,6.67,7.217,0.107,26,reviewed,us,us
2024-09-12T19:23:57.195Z,-5.4802,146.951,190.247,4.6,mb,58,92,3.439,0.6,us,us7000ndcl,2024-09-27T16:05:18.128Z,"132 km ESE of Madang, Papua New Guinea",earthquake,4.68,7.177,0.075,53,reviewed,us,us
2024-09-12T18:59:00.531Z,-34.7322,-179.0779,10,4.7,mb,27,168,3.529,1.02,us,us7000ndcj,2024-09-27T15:57:15.040Z,"south of the Kermadec Islands",earthquake,10.02,1.938,0.123,20,reviewed,us,us
2024-09-12T14:28:21.610Z,34.0565,-118.8126667,11.35,4.69,mw,145,101,0.03238,0.29,ci,ci40731623,2024-10-10T14:38:32.113Z,"6 km N of Malibu, CA",earthquake,0.23,0.34,,6,reviewed,ci,ci
2024-09-12T13:59:32.788Z,27.5357,141.8488,44.755,4.7,mb,50,102,0.53,0.97,us,us7000nda5,2024-09-27T15:44:51.040Z,"Bonin Islands, Japan region",earthquake,8.82,7.828,0.078,50,reviewed,us,us
2024-09-12T07:39:53.799Z,17.9311,40.0637,10,4.9,mb,89,112,13.924,0.46,us,us7000nd8g,2024-10-03T09:00:59.005Z,"225 km WSW of Bariq, Saudi Arabia",earthquake,5.72,1.861,0.065,73,reviewed,us,us
2024-09-12T06:46:13.194Z,17.8945,40.1074,10,4.9,mb,78,112,13.971,0.65,us,us7000nd8a,2024-10-03T08:51:21.005Z,"224 km WSW of Bariq, Saudi Arabia",earthquake,6.94,1.89,0.069,67,reviewed,us,us
2024-09-12T06:20:56.984Z,17.8189,40.1609,10,4.7,mb,54,186,14.057,0.75,us,us7000nd83,2024-10-03T08:45:32.005Z,"222 km W of Ad Darb, Saudi Arabia",earthquake,13.41,1.96,0.086,41,reviewed,us,us
2024-09-12T06:20:23.069Z,12.0204,143.8022,10,5.1,mb,73,86,3.734,0.68,us,us7000nd8k,2024-10-10T06:30:30.654Z,"166 km SW of Merizo Village, Guam",earthquake,11.18,1.882,0.074,60,reviewed,us,us
2024-09-11T22:31:50.443Z,-21.5303,-179.2063,601.587,4.5,mb,60,83,3.748,0.81,us,us7000nd6q,2024-10-06T22:43:48.005Z,"Fiji region",earthquake,10.91,7.725,0.082,44,reviewed,us,us
2024-09-11T20:44:48.400Z,-15.265,168.5578,10,4.5,mb,21,208,6.645,0.92,us,us7000nd5w,2024-10-03T16:40:36.005Z,"152 km E of Luganville, Vanuatu",earthquake,14.49,1.949,0.14,17,reviewed,us,us
2024-09-11T20:36:25.676Z,-15.263,168.1901,17.258,4.9,mb,49,63,6.439,0.73,us,us7000nd5u,2024-10-03T16:37:12.005Z,"113 km ENE of Luganville, Vanuatu",earthquake,10.96,3.739,0.086,42,reviewed,us,us
2024-09-11T19:52:23.809Z,-15.2249,168.1888,16.108,5,mb,51,74,6.469,0.84,us,us7000nd5k,2024-10-03T16:33:56.005Z,"114 km ENE of Luganville, Vanuatu",earthquake,10.58,3.938,0.078,52,reviewed,us,us
2024-09-11T19:22:55.878Z,-15.257,168.0658,18.766,5.8,mww,114,26,6.376,0.86,us,us7000nd53,2024-10-08T17:37:22.429Z,"101 km ENE of Luganville, Vanuatu",earthquake,10.11,3.422,0.048,42,reviewed,us,us
2024-09-11T18:47:00.044Z,-15.3187,167.967,35.646,5,mb,67,49,6.272,0.66,us,us7000nd4v,2024-10-03T16:05:03.005Z,"89 km ENE of Luganville, Vanuatu",earthquake,8.47,5.632,0.073,60,reviewed,us,us
2024-09-11T18:17:57.405Z,-15.2867,168.2834,10,5.7,mww,154,50,6.471,1,us,us7000nd4s,2024-10-08T17:38:38.750Z,"123 km ENE of Luganville, Vanuatu",earthquake,8.54,1.763,0.056,31,reviewed,us,us
2024-09-11T18:01:52.807Z,-8.0279,117.2215,9.974,4.6,mb,42,70,3.07,0.52,us,us7000nd4r,2024-10-08T16:48:06.172Z,"51 km NW of Pototano, Indonesia",earthquake,8.04,5.272,0.107,26,reviewed,us,us
2024-09-11T17:38:17.045Z,18.7518,145.5878,172.645,4.6,mb,93,31,3.497,1.02,us,us7000nd4k,2024-10-03T15:36:54.005Z,"Pagan region, Northern Mariana Islands",earthquake,10.14,5.759,0.041,174,reviewed,us,us
2024-09-11T16:46:05.054Z,-3.2871,146.4088,8,6.3,mww,145,79,1.562,1.21,us,us7000nd4f,2024-10-08T17:38:28.390Z,"168 km SW of Lorengau, Papua New Guinea",earthquake,7.41,1.799,0.047,43,reviewed,us,us
2024-09-11T16:12:03.088Z,-27.8454,-179.7557,424.732,4.6,mb,73,76,2.128,0.81,us,us7000nd3i,2024-10-04T23:59:05.005Z,"Kermadec Islands region",earthquake,13.48,5.117,0.065,70,reviewed,us,us
2024-09-11T14:40:51.664Z,-28.9648,-69.5177,110.393,4.7,mb,105,46,1.037,0.54,us,us7000nd32,2024-10-10T11:53:07.005Z,"128 km ESE of Vallenar, Chile",earthquake,5.98,5.076,0.042,170,reviewed,us,us
2024-09-11T13:41:10.068Z,23.8207,121.6667,45.444,4.5,mwr,71,71,0.545,0.49,us,us7000nd2t,2024-10-10T10:31:08.005Z,"18 km SSE of Hualien City, Taiwan",earthquake,4.99,6.781,0.073,18,reviewed,us,us
2024-09-11T07:28:02.978Z,31.2018,70.571,33.01,5.1,mwb,99,51,3.341,0.95,us,us7000nd1m,2024-10-08T11:48:59.535Z,"36 km W of Karor, Pakistan",earthquake,7.98,4.53,0.055,32,reviewed,us,us
2024-09-11T07:16:31.819Z,-60.0425,-23.6838,10,4.6,mb,34,92,9.029,0.68,us,us7000nd1k,2024-10-10T08:00:26.005Z,"South Sandwich Islands region",earthquake,11.49,1.903,0.109,31,reviewed,us,us
2024-09-11T04:37:58.837Z,-6.3484,146.3879,108.664,4.5,mb,28,120,3.131,0.33,us,us7000nd0r,2024-09-12T01:16:01.040Z,"58 km E of Kainantu, Papua New Guinea",earthquake,10.04,9.034,0.115,22,reviewed,us,us
2024-09-11T04:22:25.965Z,37.8941,22.3535,10,4.6,mb,73,64,0.791,0.81,us,us7000nd0m,2024-09-12T00:00:18.040Z,"24 km NNE of Levídion, Greece",earthquake,4.56,1.861,0.091,36,reviewed,us,us
2024-09-11T02:57:02.501Z,-7.8866,118.3419,191.111,4.5,mb,28,79,3.927,0.75,us,us7000nd0c,2024-09-11T03:27:55.040Z,"73 km N of Dompu, Indonesia",earthquake,10.12,8.578,0.135,16,reviewed,us,us
2024-09-11T00:19:58.508Z,-18.1367,-69.4764,117.886,4.8,mb,108,125,0.2,0.65,us,us7000nczl,2024-10-04T23:26:04.005Z,"65 km SE of Palca, Peru",earthquake,7.83,4.731,0.056,100,reviewed,us,us
2024-09-10T23:57:23.138Z,-55.8718,-26.3272,10,5,mb,36,122,6.049,1.05,us,us7000ncz7,2024-10-04T23:18:38.005Z,"South Sandwich Islands region",earthquake,12.85,1.922,0.096,35,reviewed,us,us
2024-09-10T23:50:39.499Z,-55.8397,-26.3233,10,5.7,mb,102,47,6.045,0.97,us,us7000ncz6,2024-10-08T17:31:02.367Z,"South Sandwich Islands region",earthquake,10.37,1.852,0.06,99,reviewed,us,us
2024-09-10T22:01:21.115Z,-55.8068,-26.2394,10,5.1,mb,46,68,6.086,0.82,us,us7000ncyh,2024-10-04T22:58:32.005Z,"South Sandwich Islands region",earthquake,11.37,1.882,0.087,43,reviewed,us,us
2024-09-10T21:48:45.181Z,-55.8717,-26.1777,10,5,mb,31,68,6.132,0.65,us,us7000ncyc,2024-10-04T22:51:53.005Z,"South Sandwich Islands region",earthquake,12.12,1.904,0.106,28,reviewed,us,us
2024-09-10T21:39:12.501Z,-55.8493,-26.1325,10,5.1,mb,52,68,6.153,0.71,us,us7000ncy8,2024-10-04T22:48:08.005Z,"South Sandwich Islands region",earthquake,11.65,1.891,0.081,49,reviewed,us,us
2024-09-10T21:18:56.482Z,-55.8346,-26.1345,10,5,mb,44,68,6.149,0.69,us,us7000ncy0,2024-10-04T22:43:21.005Z,"South Sandwich Islands region",earthquake,11.97,1.901,0.09,40,reviewed,us,us
